counter;destination;nb_cars;nb_trucks;hour;minute
OD10;OD3;104;;5;45
OD10;OD4;135;;5;45
OD10;OD5;3;;5;45
OD10;OD6;3,3;;5;45
OD10;OD8;1,6;;5;45
OD1;OD3;;3;5;45
OD1;OD4;;4;5;45
OD1;OD5;;0,9;5;45
OD1;OD9;;2;5;45
OD1;OD10;;4;5;45
OD2;OD3;;1;5;45
OD2;OD5;;0,45;5;45
OD2;OD9;;1;5;45
OD2;OD10;;1;5;45
OD3;OD1;;1;5;45
OD3;OD4;;12;5;45
OD3;OD5;;0,4;5;45
OD3;OD10;;5;5;45
OD4;OD1;;14;5;45
OD4;OD3;;2;5;45
OD4;OD5;;2;5;45
OD4;OD9;;9;5;45
OD4;OD10;;26;5;45
OD5;OD1;;1,2;5;45
OD5;OD2;;0,6;5;45
OD5;OD3;;0,8;5;45
OD5;OD4;;1,2;5;45
OD5;OD9;;0,6;5;45
OD5;OD10;;0,6;5;45
OD6;OD5;;4;5;45
OD7;OD3;;1;5;45
OD7;OD9;;0,4;5;45
OD7;OD10;;0,6;5;45
OD9;OD1;;2;5;45
OD9;OD4;;11;5;45
OD9;OD5;;0,3;5;45
OD9;OD10;;18;5;45
OD10;OD1;;8;5;45
OD10;OD3;;8;5;45
OD10;OD4;;9;5;45
OD10;OD5;;0,3;5;45
OD1;OD5;;0,3;5;45
OD2;OD5;;0,15;5;45
OD3;OD1;;1;5;45
OD3;OD10;;4;5;45
OD4;OD1;;1;5;45
OD4;OD5;;0,55;5;45
OD4;OD10;;2;5;45
OD5;OD3;;0,4;5;45
OD5;OD9;;0,3;5;45
OD5;OD10;;0,3;5;45
OD9;OD10;;4;5;45
OD10;OD3;;2;5;45
OD10;OD4;;4;5;45
OD1;OD3;1;;6;0
OD1;OD4;3;;6;0
OD1;OD5;0,6;;6;0
OD1;OD9;4;;6;0
OD1;OD10;3;;6;0
OD2;OD3;4,1;;6;0
OD2;OD4;3;;6;0
OD2;OD5;0,3;;6;0
OD3;OD1;23;;6;0
OD3;OD2;10;;6;0
OD3;OD4;162;;6;0
OD3;OD5;4,8;;6;0
OD3;OD6;2;;6;0
OD3;OD10;227;;6;0
OD4;OD1;38;;6;0
OD4;OD2;5;;6;0
OD4;OD3;42;;6;0
OD4;OD5;1,1;;6;0
OD4;OD9;14;;6;0
OD4;OD10;128;;6;0
OD5;OD3;0,4;;6;0
OD5;OD9;0,3;;6;0
OD5;OD10;0,3;;6;0
OD6;OD1;0,3;;6;0
OD6;OD2;0,2;;6;0
OD6;OD4;0,5;;6;0
OD7;OD3;0,5;;6;0
OD7;OD9;0,2;;6;0
OD7;OD10;0,3;;6;0
OD9;OD1;10;;6;0
OD9;OD4;125;;6;0
OD9;OD5;3,6;;6;0
OD9;OD6;1,5;;6;0
OD9;OD10;169;;6;0
OD10;OD1;5;;6;0
OD10;OD3;136;;6;0
OD10;OD4;151;;6;0
OD10;OD5;3,6;;6;0
OD10;OD6;1,5;;6;0
OD1;OD3;;4;6;0
OD1;OD4;;6;6;0
OD1;OD5;;0,6;6;0
OD1;OD6;;0,2;6;0
OD1;OD9;;5;6;0
OD1;OD10;;8;6;0
OD2;OD3;;1;6;0
OD2;OD5;;0,3;6;0
OD2;OD6;;0,1;6;0
OD2;OD9;;1;6;0
OD2;OD10;;2;6;0
OD3;OD1;;2;6;0
OD3;OD4;;7;6;0
OD3;OD5;;2,4;6;0
OD3;OD6;;0,4;6;0
OD3;OD10;;2;6;0
OD4;OD1;;14;6;0
OD4;OD2;;1;6;0
OD4;OD3;;7;6;0
OD4;OD5;;1;6;0
OD4;OD6;;1;6;0
OD4;OD9;;10;6;0
OD4;OD10;;25;6;0
OD5;OD1;;2;6;0
OD5;OD2;;1;6;0
OD5;OD3;;2;6;0
OD5;OD4;;2;6;0
OD5;OD9;;1,5;6;0
OD5;OD10;;1,5;6;0
OD6;OD1;;0,3;6;0
OD6;OD2;;0,2;6;0
OD6;OD4;;0,5;6;0
OD7;OD3;;1,5;6;0
OD7;OD9;;0,6;6;0
OD7;OD10;;0,9;6;0
OD9;OD1;;6;6;0
OD9;OD4;;16;6;0
OD9;OD5;;1,8;6;0
OD9;OD6;;0,3;6;0
OD9;OD10;;8;6;0
OD10;OD1;;7;6;0
OD10;OD3;;4;6;0
OD10;OD4;;26;6;0
OD10;OD5;;1,8;6;0
OD10;OD6;;0,3;6;0
OD1;OD3;;1;6;0
OD3;OD4;;1;6;0
OD3;OD5;;0,8;6;0
OD3;OD6;;0,4;6;0
OD3;OD10;;4;6;0
OD4;OD1;;1;6;0
OD4;OD3;;1;6;0
OD4;OD5;;2;6;0
OD4;OD6;;1;6;0
OD4;OD9;;1;6;0
OD4;OD10;;3;6;0
OD5;OD3;;0,4;6;0
OD5;OD9;;0,3;6;0
OD5;OD10;;0,3;6;0
OD6;OD1;;0,3;6;0
OD6;OD2;;0,2;6;0
OD9;OD4;;2;6;0
OD9;OD5;;0,6;6;0
OD9;OD6;;0,3;6;0
OD9;OD10;;7;6;0
OD10;OD1;;1;6;0
OD10;OD3;;4;6;0
OD10;OD4;;1;6;0
OD10;OD5;;0,6;6;0
OD10;OD6;;0,3;6;0
OD1;OD3;1;;6;15
OD1;OD4;4;;6;15
OD1;OD5;0,9;;6;15
OD1;OD9;4;;6;15
OD1;OD10;6;;6;15
OD2;OD4;1;;6;15
OD2;OD5;0,45;;6;15
OD3;OD1;18;;6;15
OD3;OD2;4;;6;15
OD3;OD4;157;;6;15
OD3;OD5;5,6;;6;15
OD3;OD6;0,4;;6;15
OD3;OD10;206;;6;15
OD4;OD1;51;;6;15
OD4;OD2;4;;6;15
OD4;OD3;62;;6;15
OD4;OD5;1,65;;6;15
OD4;OD9;7;;6;15
OD4;OD10;120;;6;15
OD5;OD3;1,2;;6;15
OD5;OD9;0,9;;6;15
OD5;OD10;0,9;;6;15
OD6;OD1;0,9;;6;15
OD6;OD2;0,6;;6;15
OD6;OD4;1,5;;6;15
OD7;OD3;1,5;;6;15
OD7;OD9;0,6;;6;15
OD7;OD10;0,9;;6;15
OD9;OD1;19;;6;15
OD9;OD4;105;;6;15
OD9;OD5;4,2;;6;15
OD9;OD6;0,3;;6;15
OD9;OD10;129;;6;15
OD10;OD1;5;;6;15
OD10;OD3;149;;6;15
OD10;OD4;166;;6;15
OD10;OD5;4,2;;6;15
OD10;OD6;0,3;;6;15
OD1;OD3;;3;6;15
OD1;OD4;;17;6;15
OD1;OD5;;0,6;6;15
OD1;OD9;;10;6;15
OD1;OD10;;10;6;15
OD2;OD3;;1;6;15
OD2;OD4;;2;6;15
OD2;OD5;;0,3;6;15
OD2;OD10;;1;6;15
OD3;OD1;;2;6;15
OD3;OD2;;1;6;15
OD3;OD4;;14;6;15
OD3;OD5;;1,6;6;15
OD3;OD10;;9;6;15
OD4;OD1;;30;6;15
OD4;OD2;;5;6;15
OD4;OD3;;6;6;15
OD4;OD5;;2;6;15
OD4;OD9;;8;6;15
OD4;OD10;;49;6;15
OD5;OD1;;1,6;6;15
OD5;OD2;;0,8;6;15
OD5;OD3;;4;6;15
OD5;OD4;;2;6;15
OD5;OD9;;3;6;15
OD5;OD10;;3;6;15
OD6;OD1;;1,2;6;15
OD6;OD2;;0,8;6;15
OD6;OD4;;2;6;15
OD6;OD5;;1;6;15
OD7;OD3;;1;6;15
OD7;OD9;;0,4;6;15
OD7;OD10;;0,6;6;15
OD9;OD1;;7;6;15
OD9;OD2;;1;6;15
OD9;OD4;;15;6;15
OD9;OD5;;1,2;6;15
OD9;OD10;;12;6;15
OD10;OD1;;9;6;15
OD10;OD2;;1;6;15
OD10;OD3;;13;6;15
OD10;OD4;;36;6;15
OD10;OD5;;1,2;6;15
OD1;OD10;;1;6;15
OD3;OD4;;2;6;15
OD3;OD5;;0,8;6;15
OD3;OD10;;8;6;15
OD4;OD5;;1;6;15
OD4;OD10;;2;6;15
OD9;OD1;;1;6;15
OD9;OD5;;0,6;6;15
OD9;OD10;;2;6;15
OD10;OD3;;7;6;15
OD10;OD5;;0,6;6;15
OD1;OD3;3;;6;30
OD1;OD4;9;;6;30
OD1;OD5;1,2;;6;30
OD1;OD9;1;;6;30
OD1;OD10;1;;6;30
OD2;OD3;2,2;;6;30
OD2;OD4;3;;6;30
OD2;OD5;0,6;;6;30
OD3;OD1;14;;6;30
OD3;OD2;10;;6;30
OD3;OD4;145;;6;30
OD3;OD5;4,4;;6;30
OD3;OD6;2,8;;6;30
OD3;OD10;200;;6;30
OD4;OD1;29;;6;30
OD4;OD2;8;;6;30
OD4;OD3;65;;6;30
OD4;OD5;2,2;;6;30
OD4;OD9;14;;6;30
OD4;OD10;122;;6;30
OD5;OD3;1,2;;6;30
OD5;OD4;0,8;;6;30
OD5;OD9;0,9;;6;30
OD5;OD10;0,9;;6;30
OD7;OD3;0,5;;6;30
OD7;OD9;0,2;;6;30
OD7;OD10;0,3;;6;30
OD9;OD1;7;;6;30
OD9;OD4;85;;6;30
OD9;OD5;3,3;;6;30
OD9;OD6;2,1;;6;30
OD9;OD9;1;;6;30
OD9;OD10;117;;6;30
OD10;OD1;7;;6;30
OD10;OD3;159;;6;30
OD10;OD4;113;;6;30
OD10;OD5;3,3;;6;30
OD10;OD6;2,1;;6;30
OD1;OD3;;2;6;30
OD1;OD4;;15;6;30
OD1;OD5;;0,3;6;30
OD1;OD6;;0,4;6;30
OD1;OD9;;8;6;30
OD1;OD10;;14;6;30
OD2;OD3;;1;6;30
OD2;OD4;;6;6;30
OD2;OD5;;0,15;6;30
OD2;OD6;;0,2;6;30
OD2;OD10;;1;6;30
OD3;OD4;;11;6;30
OD3;OD5;;2;6;30
OD3;OD6;;0,4;6;30
OD3;OD8;;0,4;6;30
OD3;OD10;;5;6;30
OD4;OD1;;29;6;30
OD4;OD2;;7;6;30
OD4;OD3;;19;6;30
OD4;OD5;;1;6;30
OD4;OD6;;2;6;30
OD4;OD9;;11;6;30
OD4;OD10;;45;6;30
OD5;OD1;;2,4;6;30
OD5;OD2;;1,2;6;30
OD5;OD3;;2,4;6;30
OD5;OD4;;3;6;30
OD5;OD9;;1,8;6;30
OD5;OD10;;1,8;6;30
OD7;OD3;;1,5;6;30
OD7;OD9;;0,6;6;30
OD7;OD10;;0,9;6;30
OD9;OD1;;3;6;30
OD9;OD4;;17;6;30
OD9;OD5;;1,5;6;30
OD9;OD6;;0,3;6;30
OD9;OD8;;0,4;6;30
OD9;OD10;;20;6;30
OD10;OD1;;17;6;30
OD10;OD3;;15;6;30
OD10;OD4;;32;6;30
OD10;OD5;;1,5;6;30
OD10;OD6;;0,3;6;30
OD10;OD8;;0,2;6;30
OD3;OD5;;0,4;6;30
OD3;OD10;;8;6;30
OD4;OD2;;4;6;30
OD4;OD3;;2;6;30
OD5;OD3;;0,4;6;30
OD5;OD9;;0,3;6;30
OD5;OD10;;0,3;6;30
OD7;OD3;;0,5;6;30
OD7;OD9;;0,2;6;30
OD7;OD10;;0,3;6;30
OD9;OD1;;1;6;30
OD9;OD5;;0,3;6;30
OD9;OD10;;5;6;30
OD10;OD3;;2;6;30
OD10;OD4;;1;6;30
OD10;OD5;;0,3;6;30
OD1;OD3;3;;6;45
OD1;OD4;12;;6;45
OD1;OD6;0,2;;6;45
OD1;OD10;2;;6;45
OD2;OD3;0,7;;6;45
OD2;OD4;7;;6;45
OD2;OD6;0,1;;6;45
OD3;OD1;12;;6;45
OD3;OD2;8;;6;45
OD3;OD4;109;;6;45
OD3;OD5;1,6;;6;45
OD3;OD6;3,2;;6;45
OD3;OD10;199;;6;45
OD4;OD1;11;;6;45
OD4;OD3;64;;6;45
OD4;OD6;0,8;;6;45
OD4;OD9;10;;6;45
OD4;OD10;126;;6;45
OD5;OD3;0,4;;6;45
OD5;OD9;0,3;;6;45
OD5;OD10;0,3;;6;45
OD6;OD1;0,3;;6;45
OD6;OD2;0,2;;6;45
OD6;OD4;0,5;;6;45
OD9;OD1;11;;6;45
OD9;OD4;62;;6;45
OD9;OD5;1,2;;6;45
OD9;OD6;2,4;;6;45
OD9;OD10;131;;6;45
OD10;OD1;3;;6;45
OD10;OD3;185;;6;45
OD10;OD4;137;;6;45
OD10;OD5;1,2;;6;45
OD10;OD6;2,4;;6;45
OD1;OD3;;6;6;45
OD1;OD4;;20;6;45
OD1;OD9;;2;6;45
OD1;OD10;;8;6;45
OD2;OD3;;2;6;45
OD2;OD4;;2;6;45
OD2;OD9;;2;6;45
OD2;OD10;;2;6;45
OD3;OD1;;1;6;45
OD3;OD4;;7;6;45
OD3;OD5;;2,8;6;45
OD3;OD6;;1,2;6;45
OD3;OD8;;3,6;6;45
OD3;OD10;;3;6;45
OD4;OD1;;17;6;45
OD4;OD2;;3;6;45
OD4;OD3;;9;6;45
OD4;OD5;;2;6;45
OD4;OD9;;11;6;45
OD4;OD10;;37;6;45
OD5;OD1;;1,2;6;45
OD5;OD2;;0,6;6;45
OD5;OD3;;2,8;6;45
OD5;OD4;;1;6;45
OD5;OD9;;2,1;6;45
OD5;OD10;;2,1;6;45
OD6;OD1;;0,6;6;45
OD6;OD2;;0,4;6;45
OD6;OD4;;1;6;45
OD7;OD3;;2,5;6;45
OD7;OD9;;1;6;45
OD7;OD10;;1,5;6;45
OD9;OD1;;5;6;45
OD9;OD4;;19;6;45
OD9;OD5;;2,1;6;45
OD9;OD6;;0,9;6;45
OD9;OD8;;3,6;6;45
OD9;OD10;;22;6;45
OD10;OD1;;15;6;45
OD10;OD3;;10;6;45
OD10;OD4;;36;6;45
OD10;OD5;;2,1;6;45
OD10;OD6;;0,9;6;45
OD10;OD8;;1,8;6;45
OD1;OD10;;1;6;45
OD3;OD4;;1;6;45
OD3;OD6;;0,4;6;45
OD3;OD10;;6;6;45
OD4;OD3;;1;6;45
OD4;OD9;;1;6;45
OD4;OD10;;2;6;45
OD9;OD1;;1;6;45
OD9;OD6;;0,3;6;45
OD9;OD10;;2;6;45
OD10;OD3;;7;6;45
OD10;OD4;;1;6;45
OD10;OD6;;0,3;6;45
OD1;OD3;1;;7;0
OD1;OD4;2;;7;0
OD1;OD6;0,2;;7;0
OD1;OD9;1;;7;0
OD1;OD10;3;;7;0
OD2;OD3;0,7;;7;0
OD2;OD4;2;;7;0
OD2;OD6;0,1;;7;0
OD3;OD1;17;;7;0
OD3;OD2;6;;7;0
OD3;OD4;115;;7;0
OD3;OD5;2,8;;7;0
OD3;OD6;2;;7;0
OD3;OD8;0,8;;7;0
OD3;OD10;166;;7;0
OD4;OD1;17;;7;0
OD4;OD3;75;;7;0
OD4;OD6;0,8;;7;0
OD4;OD9;7;;7;0
OD4;OD10;108;;7;0
OD5;OD1;0,4;;7;0
OD5;OD2;0,2;;7;0
OD5;OD3;0,4;;7;0
OD5;OD4;0,4;;7;0
OD5;OD9;0,3;;7;0
OD5;OD10;0,3;;7;0
OD6;OD1;0,3;;7;0
OD6;OD2;0,2;;7;0
OD6;OD4;0,5;;7;0
OD9;OD1;5;;7;0
OD9;OD4;55;;7;0
OD9;OD5;2,1;;7;0
OD9;OD6;1,5;;7;0
OD9;OD8;0,8;;7;0
OD9;OD10;104;;7;0
OD10;OD1;2;;7;0
OD10;OD3;165;;7;0
OD10;OD4;116;;7;0
OD10;OD5;2,1;;7;0
OD10;OD6;1,5;;7;0
OD10;OD8;0,4;;7;0
OD1;OD3;;3;7;0
OD1;OD4;;12;7;0
OD1;OD5;;0,3;7;0
OD1;OD9;;7;7;0
OD1;OD10;;23;7;0
OD2;OD3;;1;7;0
OD2;OD4;;1;7;0
OD2;OD5;;0,7;7;0
OD3;OD1;;2;7;0
OD3;OD2;;3;7;0
OD3;OD4;;18;7;0
OD3;OD5;;1,6;7;0
OD3;OD8;;1,2;7;0
OD3;OD10;;3;7;0
OD4;OD1;;19;7;0
OD4;OD2;;7;7;0
OD4;OD3;;13;7;0
OD4;OD5;;1;7;0
OD4;OD9;;4;7;0
OD4;OD10;;48;7;0
OD5;OD1;;0,4;7;0
OD5;OD2;;0,2;7;0
OD5;OD3;;2;7;0
OD5;OD4;;2;7;0
OD5;OD9;;1,5;7;0
OD5;OD10;;1,5;7;0
OD6;OD1;;0,3;7;0
OD6;OD2;;0,2;7;0
OD7;OD3;;4;7;0
OD7;OD9;;1,6;7;0
OD7;OD10;;2,4;7;0
OD8;OD1;;0,25;7;0
OD8;OD2;;0,15;7;0
OD8;OD4;;1;7;0
OD9;OD1;;4;7;0
OD9;OD2;;2;7;0
OD9;OD4;;19;7;0
OD9;OD5;;1,2;7;0
OD9;OD8;;1,2;7;0
OD9;OD10;;13;7;0
OD10;OD1;;13;7;0
OD10;OD2;;2;7;0
OD10;OD3;;8;7;0
OD10;OD4;;37;7;0
OD10;OD5;;1,2;7;0
OD10;OD8;;0,6;7;0
OD3;OD1;;1;7;0
OD3;OD10;;7;7;0
OD4;OD3;;1;7;0
OD4;OD10;;8;7;0
OD9;OD10;;4;7;0
OD10;OD3;;8;7;0
OD10;OD4;;2;7;0
OD1;OD4;1;;7;15
OD1;OD5;0,9;;7;15
OD1;OD10;2;;7;15
OD2;OD4;2;;7;15
OD2;OD5;0,45;;7;15
OD3;OD1;6;;7;15
OD3;OD2;17;;7;15
OD3;OD4;122;;7;15
OD3;OD5;3,6;;7;15
OD3;OD6;2;;7;15
OD3;OD8;0,4;;7;15
OD3;OD10;197;;7;15
OD4;OD1;13;;7;15
OD4;OD2;3;;7;15
OD4;OD3;56;;7;15
OD4;OD5;1,65;;7;15
OD4;OD9;7;;7;15
OD4;OD10;95;;7;15
OD5;OD3;0,4;;7;15
OD5;OD9;0,3;;7;15
OD5;OD10;0,3;;7;15
OD7;OD3;0,5;;7;15
OD7;OD9;0,2;;7;15
OD7;OD10;0,3;;7;15
OD9;OD1;5;;7;15
OD9;OD2;3;;7;15
OD9;OD4;54;;7;15
OD9;OD5;2,7;;7;15
OD9;OD6;1,5;;7;15
OD9;OD8;0,4;;7;15
OD9;OD10;121;;7;15
OD10;OD1;3;;7;15
OD10;OD2;2;;7;15
OD10;OD3;170;;7;15
OD10;OD4;148;;7;15
OD10;OD5;2,7;;7;15
OD10;OD6;1,5;;7;15
OD10;OD8;0,2;;7;15
OD1;OD3;;4;7;15
OD1;OD4;;21;7;15
OD1;OD5;;0,3;7;15
OD1;OD9;;9;7;15
OD1;OD10;;17;7;15
OD2;OD4;;12;7;15
OD2;OD5;;0,15;7;15
OD3;OD2;;3;7;15
OD3;OD4;;10;7;15
OD3;OD5;;1,6;7;15
OD3;OD6;;3,6;7;15
OD3;OD10;;5;7;15
OD4;OD1;;12;7;15
OD4;OD3;;4;7;15
OD4;OD5;;1;7;15
OD4;OD9;;14;7;15
OD4;OD10;;35;7;15
OD5;OD3;;2;7;15
OD5;OD9;;1,5;7;15
OD5;OD10;;1,5;7;15
OD6;OD1;;0,6;7;15
OD6;OD2;;0,4;7;15
OD6;OD4;;1;7;15
OD7;OD3;;2,5;7;15
OD7;OD9;;1;7;15
OD7;OD10;;1,5;7;15
OD8;OD1;;0,25;7;15
OD8;OD2;;0,15;7;15
OD8;OD4;;1;7;15
OD9;OD1;;5;7;15
OD9;OD2;;2;7;15
OD9;OD4;;21;7;15
OD9;OD5;;1,2;7;15
OD9;OD6;;2,7;7;15
OD9;OD10;;22;7;15
OD10;OD1;;16;7;15
OD10;OD2;;3;7;15
OD10;OD3;;11;7;15
OD10;OD4;;50;7;15
OD10;OD5;;1,2;7;15
OD10;OD6;;2,7;7;15
OD1;OD4;;1;7;15
OD3;OD4;;1;7;15
OD3;OD8;;0,4;7;15
OD3;OD10;;6;7;15
OD4;OD3;;2;7;15
OD4;OD9;;1;7;15
OD4;OD10;;7;7;15
OD5;OD3;;0,4;7;15
OD5;OD9;;0,3;7;15
OD5;OD10;;0,3;7;15
OD9;OD8;;0,4;7;15
OD9;OD10;;4;7;15
OD10;OD1;;2;7;15
OD10;OD3;;12;7;15
OD10;OD4;;3;7;15
OD10;OD8;;0,2;7;15
OD1;OD3;1;;7;30
OD1;OD4;3;;7;30
OD1;OD5;0,3;;7;30
OD1;OD10;1;;7;30
OD2;OD3;2,55;;7;30
OD2;OD4;1;;7;30
OD2;OD5;0,15;;7;30
OD3;OD1;9;;7;30
OD3;OD2;8;;7;30
OD3;OD4;143;;7;30
OD3;OD5;2,8;;7;30
OD3;OD6;4;;7;30
OD3;OD8;0,4;;7;30
OD3;OD10;219;;7;30
OD4;OD1;21;;7;30
OD4;OD3;81;;7;30
OD4;OD5;1;;7;30
OD4;OD9;11;;7;30
OD4;OD10;96;;7;30
OD5;OD3;0,8;;7;30
OD5;OD9;0,6;;7;30
OD5;OD10;0,6;;7;30
OD6;OD1;0,6;;7;30
OD6;OD2;0,4;;7;30
OD6;OD4;1;;7;30
OD7;OD3;1;;7;30
OD7;OD9;0,4;;7;30
OD7;OD10;0,6;;7;30
OD8;OD1;0,25;;7;30
OD8;OD2;0,15;;7;30
OD8;OD4;0,6;;7;30
OD9;OD1;12;;7;30
OD9;OD4;65;;7;30
OD9;OD5;2,1;;7;30
OD9;OD6;3;;7;30
OD9;OD8;0,4;;7;30
OD9;OD10;115;;7;30
OD10;OD1;6;;7;30
OD10;OD3;156;;7;30
OD10;OD4;116;;7;30
OD10;OD5;2,1;;7;30
OD10;OD6;3;;7;30
OD10;OD8;0,2;;7;30
OD1;OD3;;5;7;30
OD1;OD4;;16;7;30
OD1;OD9;;4;7;30
OD1;OD10;;11;7;30
OD2;OD3;;3;7;30
OD2;OD4;;5;7;30
OD2;OD9;;3;7;30
OD2;OD10;;3;7;30
OD3;OD1;;2;7;30
OD3;OD2;;2;7;30
OD3;OD4;;8;7;30
OD3;OD5;;1,2;7;30
OD3;OD6;;2;7;30
OD3;OD8;;0,4;7;30
OD3;OD10;;4;7;30
OD4;OD1;;25;7;30
OD4;OD2;;1;7;30
OD4;OD3;;13;7;30
OD4;OD9;;22;7;30
OD4;OD10;;48;7;30
OD5;OD3;;1,6;7;30
OD5;OD9;;1,2;7;30
OD5;OD10;;1,2;7;30
OD6;OD1;;1,2;7;30
OD6;OD2;;0,8;7;30
OD6;OD4;;2;7;30
OD7;OD3;;1,5;7;30
OD7;OD9;;0,6;7;30
OD7;OD10;;0,9;7;30
OD9;OD1;;7;7;30
OD9;OD4;;19;7;30
OD9;OD5;;0,9;7;30
OD9;OD6;;1,5;7;30
OD9;OD8;;0,4;7;30
OD9;OD10;;14;7;30
OD10;OD1;;15;7;30
OD10;OD3;;12;7;30
OD10;OD4;;48;7;30
OD10;OD5;;0,9;7;30
OD10;OD6;;1,5;7;30
OD10;OD8;;0,2;7;30
OD3;OD4;;1;7;30
OD3;OD5;;0,8;7;30
OD3;OD6;;0,4;7;30
OD3;OD10;;3;7;30
OD4;OD1;;1;7;30
OD4;OD3;;2;7;30
OD4;OD9;;1;7;30
OD4;OD10;;7;7;30
OD5;OD3;;0,4;7;30
OD5;OD9;;0,3;7;30
OD5;OD10;;0,3;7;30
OD8;OD1;;0,75;7;30
OD8;OD2;;0,45;7;30
OD8;OD4;;2;7;30
OD9;OD1;;1;7;30
OD9;OD4;;2;7;30
OD9;OD5;;0,6;7;30
OD9;OD6;;0,3;7;30
OD9;OD10;;2;7;30
OD10;OD1;;2;7;30
OD10;OD3;;11;7;30
OD10;OD4;;6;7;30
OD10;OD5;;0,6;7;30
OD10;OD6;;0,3;7;30
OD1;OD3;1;;7;45
OD1;OD4;7;;7;45
OD1;OD5;0,6;;7;45
OD1;OD10;1;;7;45
OD2;OD3;0,1;;7;45
OD2;OD5;0,3;;7;45
OD3;OD1;12;;7;45
OD3;OD2;10;;7;45
OD3;OD4;133;;7;45
OD3;OD5;1,2;;7;45
OD3;OD6;2,4;;7;45
OD3;OD8;0,4;;7;45
OD3;OD10;228;;7;45
OD4;OD1;14;;7;45
OD4;OD3;66;;7;45
OD4;OD5;1,1;;7;45
OD4;OD9;20;;7;45
OD4;OD10;65;;7;45
OD5;OD1;0,8;;7;45
OD5;OD2;0,4;;7;45
OD5;OD3;0,4;;7;45
OD5;OD4;0,8;;7;45
OD5;OD9;0,3;;7;45
OD5;OD10;0,3;;7;45
OD6;OD1;0,6;;7;45
OD6;OD2;0,4;;7;45
OD6;OD4;1;;7;45
OD9;OD1;9;;7;45
OD9;OD4;63;;7;45
OD9;OD5;0,9;;7;45
OD9;OD6;1,8;;7;45
OD9;OD8;0,4;;7;45
OD9;OD10;141;;7;45
OD10;OD1;5;;7;45
OD10;OD3;146;;7;45
OD10;OD4;144;;7;45
OD10;OD5;0,9;;7;45
OD10;OD6;1,8;;7;45
OD10;OD8;0,2;;7;45
OD1;OD3;;4;7;45
OD1;OD4;;22;7;45
OD1;OD5;;0,3;7;45
OD1;OD9;;3;7;45
OD1;OD10;;16;7;45
OD2;OD4;;7;7;45
OD2;OD5;;0,15;7;45
OD2;OD9;;3;7;45
OD2;OD10;;3;7;45
OD3;OD1;;2;7;45
OD3;OD2;;1;7;45
OD3;OD4;;4;7;45
OD3;OD5;;1,2;7;45
OD3;OD6;;3,2;7;45
OD3;OD8;;0,8;7;45
OD3;OD10;;7;7;45
OD4;OD1;;19;7;45
OD4;OD2;;3;7;45
OD4;OD3;;21;7;45
OD4;OD5;;1;7;45
OD4;OD9;;23;7;45
OD4;OD10;;22;7;45
OD5;OD1;;0,8;7;45
OD5;OD2;;0,4;7;45
OD5;OD3;;1,6;7;45
OD5;OD4;;1;7;45
OD5;OD9;;1,2;7;45
OD5;OD10;;1,2;7;45
OD6;OD1;;0,6;7;45
OD6;OD2;;0,4;7;45
OD6;OD4;;1;7;45
OD7;OD3;;2,5;7;45
OD7;OD9;;1;7;45
OD7;OD10;;1,5;7;45
OD8;OD1;;0,75;7;45
OD8;OD2;;0,45;7;45
OD8;OD4;;2;7;45
OD9;OD1;;7;7;45
OD9;OD4;;15;7;45
OD9;OD5;;0,9;7;45
OD9;OD6;;2,4;7;45
OD9;OD8;;0,8;7;45
OD9;OD10;;25;7;45
OD10;OD1;;13;7;45
OD10;OD3;;9;7;45
OD10;OD4;;48;7;45
OD10;OD5;;0,9;7;45
OD10;OD6;;2,4;7;45
OD10;OD8;;0,4;7;45
OD1;OD4;;1;7;45
OD3;OD4;;2;7;45
OD3;OD6;;0,4;7;45
OD3;OD8;;0,4;7;45
OD3;OD10;;7;7;45
OD4;OD3;;3;7;45
OD4;OD10;;4;7;45
OD5;OD3;;0,8;7;45
OD5;OD9;;0,6;7;45
OD5;OD10;;0,6;7;45
OD7;OD3;;1,5;7;45
OD7;OD9;;0,6;7;45
OD7;OD10;;0,9;7;45
OD8;OD1;;0,5;7;45
OD8;OD2;;0,3;7;45
OD8;OD4;;1,2;7;45
OD9;OD6;;0,3;7;45
OD9;OD8;;0,4;7;45
OD9;OD10;;2;7;45
OD10;OD1;;1;7;45
OD10;OD3;;9;7;45
OD10;OD4;;3;7;45
OD10;OD6;;0,3;7;45
OD10;OD8;;0,2;7;45
OD1;OD4;1;;8;0
OD1;OD5;0,9;;8;0
OD1;OD10;1;;8;0
OD2;OD3;1,65;;8;0
OD2;OD4;5;;8;0
OD2;OD5;0,45;;8;0
OD3;OD1;8;;8;0
OD3;OD2;6;;8;0
OD3;OD4;110;;8;0
OD3;OD5;3,6;;8;0
OD3;OD6;1,6;;8;0
OD3;OD10;216;;8;0
OD4;OD1;17;;8;0
OD4;OD3;82;;8;0
OD4;OD5;1,65;;8;0
OD4;OD9;16;;8;0
OD4;OD10;65;;8;0
OD5;OD3;0,4;;8;0
OD5;OD9;0,3;;8;0
OD5;OD10;0,3;;8;0
OD6;OD1;0,6;;8;0
OD6;OD2;0,4;;8;0
OD6;OD4;1;;8;0
OD9;OD1;12;;8;0
OD9;OD4;58;;8;0
OD9;OD5;2,7;;8;0
OD9;OD6;1,2;;8;0
OD9;OD10;105;;8;0
